331200	20	70	0	1013	70
334800	20	70	0	1013	70
338400	20	70	0	1013	70
342000	20	70	0	1013	70
345600	20	70	0	1013	70
349200	20	70	0	1013	70
352800	20	70	0	1013	70
356400	20	70	0	1013	70
360000	20	70	0	1013	70
363600	20	70	0	1013	70
367200	20	70	0	1013	70
370800	20	70	0	1013	70
374400	20	70	0	1013	70
378000	20	70	0	1013	70
381600	20	70	0	1013	70
385200	20	70	0	1013	70
388800	20	70	0	1013	70
392400	20	70	0	1013	70
396000	20	70	0	1013	70
399600	20	70	0	1013	70
403200	20	70	0	1013	70
406800	20	70	0	1013	70
410400	20	70	0	1013	70
414000	20	70	0	1013	70
417600	20	70	0	1013	70
421200	20	70	0	1013	70
424800	20	70	0	1013	70
428400	20	70	0	1013	70
432000	20	70	0	1013	70
435600	20	70	0	1013	70
439200	20	70	0	1013	70
442800	20	70	0	1013	70
446400	20	70	0	1013	70
450000	20	70	0	1013	70
453600	20	70	0	1013	70
457200	20	70	0	1013	70
460800	20	70	0	1013	70
464400	20	70	0	1013	70
468000	20	70	0	1013	70
471600	20	70	0	1013	70
475200	20	70	0	1013	70
478800	20	70	0	1013	70
482400	20	70	0	1013	70
486000	20	70	0	1013	70
489600	20	70	0	1013	70
493200	20	70	0	1013	70
496800	20	70	0	1013	70
500400	20	70	0	1013	70
504000	20	70	0	1013	70
507600	20	70	0	1013	70
511200	20	70	0	1013	70
514800	20	70	0	1013	70
518400	20	70	0	1013	70
522000	20	70	0	1013	70
525600	20	70	0	1013	70
529200	20	70	0	1013	70
532800	20	70	0	1013	70
536400	20	70	0	1013	70
540000	20	70	0	1013	70
543600	20	70	0	1013	70
547200	20	70	0	1013	70
550800	20	70	0	1013	70
554400	20	70	0	1013	70
558000	20	70	0	1013	70
561600	20	70	0	1013	70
565200	20	70	0	1013	70
568800	20	70	0	1013	70
572400	20	70	0	1013	70
576000	20	70	0	1013	70
579600	20	70	0	1013	70
583200	20	70	0	1013	70
586800	20	70	0	1013	70
590400	20	70	0	1013	70
594000	20	70	0	1013	70
597600	20	70	0	1013	70
601200	20	70	0	1013	70
604800	20	70	0	1013	70
608400	20	70	0	1013	70
612000	20	70	0	1013	70
615600	20	70	0	1013	70
619200	20	70	0	1013	70
622800	20	70	0	1013	70
626400	20	70	0	1013	70
630000	20	70	0	1013	70
633600	20	70	0	1013	70
637200	20	70	0	1013	70
640800	20	70	0	1013	70
644400	20	70	0	1013	70
648000	20	70	0	1013	70
651600	20	70	0	1013	70
655200	20	70	0	1013	70
658800	20	70	0	1013	70
662400	20	70	0	1013	70
666000	20	70	0	1013	70
669600	20	70	0	1013	70
673200	20	70	0	1013	70
676800	20	70	0	1013	70
680400	20	70	0	1013	70
684000	20	70	0	1013	70
687600	20	70	0	1013	70
691200	20	70	0	1013	70
694800	20	70	0	1013	70
698400	20	70	0	1013	70
702000	20	70	0	1013	70
705600	20	70	0	1013	70
709200	20	70	0	1013	70
712800	20	70	0	1013	70
716400	20	70	0	1013	70
720000	20	70	0	1013	70
723600	20	70	0	1013	70
727200	20	70	0	1013	70
730800	20	70	0	1013	70
734400	20	70	0	1013	70
738000	20	70	0	1013	70
741600	20	70	0	1013	70
745200	20	70	0	1013	70
748800	20	70	0	1013	70
752400	20	70	0	1013	70
756000	20	70	0	1013	70
759600	20	70	0	1013	70
763200	20	70	0	1013	70
766800	20	70	2	1013	70
770400	20	70	2	1013	70
774000	20	70	0	1013	70
777600	20	70	0	1013	70
781200	20	70	0	1013	70
784800	20	70	0	1013	70
788400	20	70	0	1013	70
792000	20	70	0	1013	70
795600	20	70	0	1013	70
799200	20	70	0	1013	70
802800	20	70	0	1013	70
806400	20	70	0	1013	70
810000	20	70	0	1013	70
813600	20	70	0	1013	70
817200	20	70	0	1013	70
820800	20	70	0	1013	70
824400	20	70	0	1013	70
828000	20	70	0	1013	70
831600	20	70	0	1013	70
835200	20	70	0	1013	70
838800	20	70	0	1013	70
842400	20	70	0	1013	70
846000	20	70	0	1013	70
849600	20	70	0	1013	70
853200	20	70	0	1013	70
856800	20	70	0	1013	70
860400	20	70	0	1013	70
864000	20	70	0	1013	70
